Provider Code,Provider Name,Provider Parent Code,Provider Parent Name
NYG,SUSSEX COMMUNITY DERMATOLOGY SERVICE,QNX,NHS SUSSEX INTEGRATED CARE BOARD
RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,QNX,NHS SUSSEX INTEGRATED CARE BOARD
AJX,SUSSEX MSK PARTNERSHIP 2,QNX,NHS SUSSEX INTEGRATED CARE BOARD
RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD
NVC0R,TEES VALLEY HOSPITAL,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD
AAH,TETBURY HOSPITAL TRUST LTD,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD
NVC02,THE BERKSHIRE INDEPENDENT HOSPITAL,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD"
NVC25,THE CHERWELL HOSPITAL,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD"
RBV,THE CHRISTIE NHS FOUNDATION TRUST,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD
REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD
RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD
AJ8,THE GRANGE MEDICAL CENTRE HQ,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD
S3H9L,THE HAMPTONS HOSPITAL LTD,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD
NXM01,THE HORDER CENTRE - ST JOHNS ROAD,QNX,NHS SUSSEX INTEGRATED CARE BOARD
NT448,THE HUDDERSFIELD PRIVATE HOSPITAL,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD
NT449,THE LANCASTER PRIVATE HOSPITAL,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD
NT450,THE LINCOLN PRIVATE HOSPITAL,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD
DX1,THE NEW FOSCOTE HOSPITAL LTD,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD
RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD
NTX,THE ONE HEALTH GROUP PLC,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD
RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD
RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD
RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD"
RFR,THE ROTHERHAM NHS FOUNDATION TRUST,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD
DJH01,THE ROYAL BUCKINGHAMSHIRE HOSPITAL LTD,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD"
RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD
RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD
RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD
RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD"
DPK,THE STONEYGATE EYE HOSPITAL,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD"
RET,THE WALTON CENTRE NHS FOUNDATION TRUST,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD
NVC44,THE WESTBOURNE CENTRE,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD
NVC20,THE YORKSHIRE CLINIC,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD
NT440,THORNBURY HOSPITAL,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD
NT441,THREE SHIRES HOSPITAL,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD
RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,QJK,NHS DEVON INTEGRATED CARE BOARD
NN4,TYNESIDE SURGICAL SERVICES LTD,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD
RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD
RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD
RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD
RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD
RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD"
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD
R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,QVV,NHS DORSET INTEGRATED CARE BOARD
RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD
RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD"
RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,QJK,NHS DEVON INTEGRATED CARE BOARD
RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,QNX,NHS SUSSEX INTEGRATED CARE BOARD
NRF,UNIVERSITY OF SOUTHAMPTON AUDITORY IMPLANT SERVICE,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD
AQK,VERNOVA HEALTHCARE COMMUNITY INTEREST COMPANY,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD
RBK,WALSALL HEALTHCARE NHS TRUST,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD
RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD
RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD
RKL,WEST LONDON NHS TRUST,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD
NVC21,WEST MIDLANDS HOSPITAL,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD
RGR,WEST SUFFOLK NHS FOUNDATION TRUST,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD
RKE,WHITTINGTON HEALTH NHS TRUST,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD
NVC22,WINFIELD HOSPITAL,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD
NT443,WINTERBOURNE HOSPITAL,QVV,NHS DORSET INTEGRATED CARE BOARD
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD
NVC23,WOODLAND HOSPITAL,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD
NT457,WOODLANDS HOSPITAL,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD
NVC40,WOODTHORPE HOSPITAL,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD
RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD
RRF,"WRIGHTINGTON, WIGAN AND LEIGH TEACHING HOSPITALS NHS FOUNDATION TRUST",QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD
RLQ,WYE VALLEY NHS TRUST,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD
RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD
